sqft_lot,sqft_living15,age,zipcode,bathrooms,bedrooms,renov_age,sqft_basement,grade,price
16133.0,2500.0,55.0,417637.43,3.0,4.0,0.0,1050.0,8.0,350000.0
5602.0,2000.0,49.0,417637.43,2.5,4.0,0.0,830.0,7.0,428000.0
8320.0,2430.0,16.0,439471.08,2.5,4.0,0.0,0.0,8.0,515055.0
8968.0,1990.0,43.0,645507.38,1.75,3.0,0.0,0.0,8.0,450000.0
8910.0,1330.0,72.0,240328.37,1.0,3.0,0.0,0.0,6.0,190000.0
16538.0,1500.0,95.0,618634.17,2.75,4.0,68.0,500.0,8.0,1000000.0
4600.0,2160.0,9.0,353608.64,2.5,3.0,0.0,0.0,7.0,299000.0
2500.0,2690.0,87.0,1095499.34,1.0,2.0,0.0,110.0,7.0,508000.0
3746.0,2200.0,9.0,366867.6,2.25,4.0,0.0,0.0,8.0,294000.0
5820.0,1540.0,96.0,576795.01,1.0,2.0,58.0,0.0,7.0,320000.0
8674.0,3250.0,19.0,420890.55,2.75,5.0,0.0,0.0,9.0,641000.0
98445.0,2830.0,36.0,569958.47,2.5,3.0,0.0,940.0,8.0,675000.0
10296.0,1330.0,50.0,311632.11,1.5,3.0,0.0,0.0,7.0,255000.0
4997.0,2488.0,11.0,280804.69,2.5,3.0,0.0,0.0,7.0,286651.0
45738.0,2550.0,46.0,790576.65,2.5,4.0,0.0,810.0,8.0,607500.0
6500.0,2260.0,59.0,803719.52,1.0,3.0,0.0,0.0,7.0,765000.0
40973.0,2760.0,53.0,300539.89,1.75,4.0,0.0,0.0,8.0,334950.0
9147.0,1930.0,62.0,803719.52,1.0,3.0,0.0,0.0,7.0,426000.0
18730.0,1670.0,68.0,1355927.08,1.75,3.0,0.0,0.0,7.0,775000.0
8526.0,1310.0,61.0,423725.7,1.5,2.0,0.0,0.0,6.0,343000.0
7800.0,2090.0,28.0,462480.04,2.5,4.0,0.0,0.0,8.0,470101.0
7800.0,1390.0,57.0,234284.04,1.5,3.0,0.0,0.0,7.0,195000.0
4410.0,2140.0,87.0,576795.01,1.0,4.0,0.0,0.0,7.0,772500.0
11740.0,2630.0,60.0,423725.7,1.5,3.0,0.0,1000.0,8.0,450000.0
9231.0,2160.0,13.0,417637.43,3.75,4.0,0.0,0.0,11.0,1437500.0
8560.0,1700.0,44.0,645231.46,1.75,4.0,0.0,0.0,8.0,525000.0
11400.0,1390.0,34.0,439471.08,1.5,3.0,0.0,0.0,7.0,280000.0
8640.0,1894.0,28.0,280804.69,2.5,3.0,0.0,350.0,7.0,270000.0
1332.0,1430.0,9.0,585085.47,2.25,3.0,0.0,0.0,8.0,406100.0
4187.0,1760.0,27.0,304262.11,1.75,2.0,0.0,0.0,7.0,332544.0
8250.0,900.0,68.0,289078.35,1.0,2.0,0.0,0.0,6.0,110000.0
5854.0,2300.0,93.0,1095499.34,2.25,6.0,0.0,650.0,8.0,685000.0
8505.0,1480.0,63.0,676185.39,1.0,4.0,0.0,0.0,7.0,461000.0
8067.0,2120.0,36.0,521652.86,2.25,3.0,0.0,1000.0,8.0,615000.0
3000.0,1890.0,89.0,585085.47,1.0,2.0,0.0,200.0,7.0,550000.0
8100.0,2620.0,19.0,803719.52,3.5,4.0,0.0,1420.0,11.0,1060000.0
219978.0,2340.0,21.0,678163.06,2.5,3.0,0.0,0.0,8.0,685000.0
16238.0,2870.0,52.0,2160606.6,2.5,5.0,0.0,0.0,8.0,1555000.0
5175.0,1830.0,11.0,366867.6,2.5,4.0,0.0,0.0,7.0,312000.0
9594.0,1930.0,37.0,645231.46,1.75,3.0,0.0,800.0,8.0,507500.0
9827.0,1540.0,48.0,302878.88,1.0,3.0,0.0,0.0,7.0,217000.0
13477.0,1960.0,33.0,521652.86,2.25,3.0,0.0,660.0,7.0,439000.0
6875.0,3150.0,10.0,527961.2,3.5,6.0,0.0,860.0,8.0,620000.0
8532.0,2950.0,16.0,616780.84,2.5,4.0,0.0,0.0,10.0,915000.0
5300.0,1330.0,37.0,594547.65,2.0,4.0,0.0,380.0,7.0,425000.0
5643.0,1280.0,68.0,619900.55,1.0,2.0,0.0,120.0,7.0,435000.0
12414.0,1654.0,18.0,366867.6,2.25,3.0,0.0,0.0,7.0,305000.0
4000.0,1630.0,97.0,319581.39,1.0,2.0,0.0,0.0,6.0,276000.0
7200.0,1960.0,24.0,300539.89,2.25,3.0,0.0,0.0,8.0,327500.0
10481.0,2620.0,11.0,803719.52,2.5,3.0,0.0,0.0,9.0,810000.0
9055.0,2990.0,20.0,645231.46,3.25,3.0,0.0,600.0,10.0,715000.0
11760.0,1650.0,51.0,304262.11,1.5,3.0,0.0,0.0,7.0,272000.0
5559.0,1230.0,66.0,423725.7,1.0,2.0,0.0,0.0,6.0,266000.0
8364.0,2430.0,71.0,551688.67,1.5,3.0,0.0,0.0,7.0,543000.0
8064.0,1710.0,30.0,685605.78,2.5,3.0,0.0,0.0,8.0,400000.0
9000.0,2050.0,53.0,616780.84,2.25,5.0,0.0,740.0,7.0,509500.0
6250.0,2540.0,17.0,417637.43,3.5,3.0,0.0,710.0,8.0,495000.0
5564.0,2670.0,14.0,420890.55,2.5,4.0,0.0,0.0,7.0,424950.0
10875.0,1250.0,57.0,420890.55,1.0,3.0,0.0,0.0,7.0,230000.0
6150.0,1760.0,63.0,300539.89,1.5,4.0,0.0,0.0,7.0,235000.0
8752.0,2530.0,73.0,803719.52,2.0,3.0,0.0,0.0,6.0,763000.0
6150.0,1770.0,75.0,310612.76,1.75,3.0,0.0,0.0,7.0,350000.0
2260.0,2570.0,97.0,849448.02,1.5,3.0,0.0,540.0,8.0,900000.0
6060.0,1640.0,41.0,417637.43,1.0,3.0,0.0,0.0,6.0,250000.0
2040.0,1060.0,11.0,319581.39,2.5,3.0,0.0,300.0,7.0,225000.0
5433.0,1160.0,40.0,302878.88,2.0,2.0,29.0,0.0,8.0,255000.0
7200.0,1790.0,40.0,286732.79,1.75,4.0,0.0,500.0,7.0,161700.0
13350.0,1740.0,27.0,310612.76,3.0,3.0,0.0,600.0,7.0,336000.0
6800.0,1210.0,60.0,386997.4,1.0,3.0,0.0,0.0,7.0,410500.0
14016.0,1590.0,46.0,423725.7,3.5,4.0,0.0,0.0,8.0,502700.0
9601.0,2010.0,37.0,521652.86,2.5,3.0,0.0,1010.0,7.0,505000.0
7650.0,1750.0,104.0,417637.43,1.0,3.0,0.0,310.0,7.0,250000.0
7650.0,1750.0,105.0,417637.43,1.0,3.0,0.0,310.0,7.0,570000.0
8796.0,2130.0,21.0,302878.88,2.5,4.0,0.0,0.0,8.0,349900.0
25663.0,2950.0,26.0,294111.28,2.5,3.0,0.0,0.0,10.0,465000.0
25639.0,3590.0,25.0,286732.79,3.25,4.0,0.0,690.0,10.0,625000.0
5102.0,1720.0,63.0,791820.81,1.75,3.0,0.0,630.0,7.0,655000.0
11347.0,1660.0,69.0,464231.84,1.75,4.0,0.0,1390.0,8.0,469000.0
7200.0,1820.0,50.0,676185.39,2.25,3.0,0.0,680.0,8.0,355000.0
2631.0,1730.0,14.0,810164.88,2.5,3.0,0.0,0.0,8.0,596000.0
36893.0,3020.0,29.0,682774.88,2.5,4.0,21.0,0.0,9.0,790000.0
86225.0,3850.0,23.0,678163.06,2.25,4.0,0.0,0.0,10.0,885000.0
4000.0,2740.0,102.0,594547.65,3.25,4.0,0.0,920.0,9.0,1030000.0
5400.0,2052.0,74.0,791820.81,1.75,4.0,0.0,1060.0,8.0,710000.0
9266.0,2150.0,26.0,462480.04,2.5,3.0,0.0,0.0,8.0,428040.0
13843.0,2680.0,56.0,1194230.02,2.25,5.0,0.0,1660.0,8.0,1370000.0
3400.0,1180.0,90.0,879623.62,1.0,2.0,0.0,0.0,7.0,546000.0
5766.0,1500.0,63.0,619900.55,1.0,4.0,0.0,0.0,7.0,540000.0
3000.0,1470.0,29.0,619900.55,2.5,3.0,0.0,540.0,7.0,435000.0
10283.0,1870.0,31.0,685605.78,2.25,4.0,0.0,1610.0,8.0,540000.0
7204.0,1200.0,96.0,319581.39,1.0,2.0,0.0,0.0,7.0,284000.0
5700.0,1000.0,72.0,420890.55,1.0,2.0,0.0,0.0,5.0,208000.0
7076.0,1540.0,37.0,423725.7,1.75,3.0,0.0,770.0,7.0,315000.0
5510.0,1200.0,104.0,576795.01,1.0,2.0,0.0,480.0,6.0,417500.0
38095.0,2060.0,36.0,678163.06,1.75,3.0,0.0,0.0,7.0,345000.0
1064.0,1330.0,10.0,576795.01,2.5,3.0,0.0,0.0,8.0,375000.0
12821.0,1540.0,55.0,423725.7,1.75,3.0,0.0,0.0,7.0,389800.0
7560.0,1890.0,42.0,521652.86,1.75,3.0,0.0,460.0,8.0,475000.0
41688.0,2350.0,34.0,678163.06,2.25,4.0,0.0,0.0,8.0,569000.0
108464.0,2810.0,16.0,580526.79,4.25,5.0,0.0,1390.0,10.0,985000.0
8022.0,2030.0,28.0,685605.78,2.5,3.0,0.0,0.0,8.0,532000.0
5000.0,810.0,63.0,424706.36,1.0,2.0,0.0,0.0,6.0,280000.0
50112.0,2340.0,52.0,353608.64,2.0,4.0,0.0,910.0,7.0,435000.0
71191.0,1960.0,63.0,286732.79,1.0,3.0,0.0,0.0,6.0,223000.0
119790.0,2320.0,68.0,616990.59,1.0,2.0,30.0,600.0,7.0,390000.0
12800.0,1500.0,33.0,353608.64,1.75,3.0,0.0,460.0,7.0,315000.0
3700.0,1830.0,32.0,634360.18,3.0,3.0,0.0,0.0,7.0,612000.0
2400.0,1440.0,92.0,634360.18,1.75,3.0,0.0,810.0,7.0,591000.0
8436.0,2500.0,46.0,645507.38,2.25,4.0,0.0,0.0,8.0,800000.0
8400.0,1930.0,25.0,315709.3,2.0,3.0,0.0,0.0,8.0,225000.0
66646.0,3140.0,21.0,682774.88,3.0,2.0,0.0,0.0,7.0,589900.0
13156.0,2050.0,35.0,645231.46,2.5,4.0,0.0,1000.0,8.0,565000.0
8448.0,1620.0,75.0,791820.81,1.5,3.0,0.0,1060.0,7.0,650000.0
8505.0,1640.0,63.0,676185.39,2.5,3.0,26.0,0.0,8.0,499000.0
20562.0,1350.0,55.0,439471.08,1.0,3.0,0.0,0.0,5.0,280000.0
7500.0,2340.0,71.0,576795.01,2.5,3.0,0.0,1210.0,8.0,649950.0
6360.0,1480.0,60.0,386997.4,1.75,3.0,0.0,0.0,7.0,420000.0
5293.0,1990.0,11.0,300539.89,2.5,4.0,0.0,0.0,7.0,319990.0
16535.0,1528.0,22.0,455617.11,2.0,3.0,0.0,0.0,7.0,265000.0
16474.0,1940.0,31.0,569958.47,1.75,3.0,0.0,1080.0,7.0,482000.0
14810.0,2450.0,58.0,464231.84,2.25,3.0,0.0,1110.0,8.0,452000.0
13077.0,5030.0,16.0,859684.78,4.25,4.0,0.0,900.0,12.0,1488000.0
8527.0,1490.0,71.0,386997.4,1.0,2.0,0.0,0.0,7.0,375000.0
4900.0,1370.0,74.0,576795.01,3.0,5.0,0.0,700.0,7.0,588000.0
10215.0,2890.0,17.0,790576.65,2.5,4.0,0.0,0.0,9.0,635000.0
6962.0,2170.0,17.0,334921.06,2.5,4.0,0.0,0.0,8.0,280500.0
8600.0,1310.0,29.0,294111.28,1.75,2.0,0.0,610.0,6.0,210500.0
7000.0,1390.0,35.0,286732.79,2.0,3.0,0.0,0.0,7.0,196500.0
8510.0,2610.0,43.0,862825.23,3.5,5.0,0.0,1160.0,9.0,1395000.0
8033.0,1630.0,38.0,521652.86,1.75,3.0,0.0,570.0,7.0,475000.0
9061.0,1930.0,28.0,685605.78,2.5,3.0,0.0,0.0,8.0,550000.0
7200.0,1880.0,7.0,803719.52,3.25,3.0,0.0,0.0,11.0,1580000.0
6687.0,1540.0,24.0,315709.3,1.75,3.0,0.0,340.0,7.0,240000.0
8100.0,1080.0,81.0,240328.37,1.0,3.0,0.0,0.0,6.0,272000.0
209199.0,2040.0,15.0,423665.99,2.75,3.0,0.0,610.0,8.0,408506.0
7500.0,910.0,23.0,618634.17,2.5,3.0,0.0,0.0,9.0,640000.0
7226.0,2160.0,19.0,334921.06,2.5,4.0,0.0,0.0,8.0,316000.0
12000.0,1390.0,71.0,355678.52,2.0,4.0,71.0,600.0,7.0,299000.0
2090.0,1550.0,11.0,634360.18,2.25,2.0,0.0,0.0,7.0,447500.0
21904.0,3715.0,14.0,493552.53,2.5,4.0,0.0,0.0,9.0,736500.0
52567.0,3280.0,90.0,569958.47,2.0,4.0,61.0,0.0,8.0,665000.0
13212.0,2550.0,40.0,859684.78,2.5,5.0,0.0,1460.0,8.0,707000.0
8000.0,1630.0,55.0,300539.89,1.75,4.0,0.0,0.0,7.0,215000.0
6415.0,1640.0,25.0,366867.6,2.25,3.0,0.0,0.0,7.0,275000.0
8240.0,2600.0,32.0,859684.78,2.25,4.0,0.0,0.0,8.0,648000.0
8173.0,2080.0,27.0,493552.53,2.5,4.0,0.0,0.0,8.0,415000.0
1800.0,1890.0,15.0,634360.18,2.0,3.0,0.0,0.0,8.0,690000.0
13260.0,1980.0,35.0,353608.64,2.75,4.0,0.0,820.0,7.0,320000.0
8285.0,1970.0,58.0,1355927.08,1.75,3.0,0.0,0.0,8.0,750000.0
1524.0,1370.0,9.0,585085.47,2.25,3.0,0.0,0.0,8.0,355000.0
7399.0,1460.0,39.0,300539.89,1.75,3.0,0.0,0.0,7.0,246000.0
10464.0,2630.0,46.0,1355927.08,1.75,3.0,0.0,0.0,8.0,1155000.0
12187.0,2400.0,28.0,645231.46,2.5,3.0,0.0,0.0,8.0,744000.0
24740.0,1690.0,17.0,678163.06,3.75,3.0,0.0,0.0,11.0,1210000.0
6750.0,1930.0,37.0,286732.79,2.0,3.0,0.0,480.0,7.0,217000.0
5100.0,2270.0,16.0,420890.55,2.5,3.0,0.0,0.0,8.0,583000.0
5000.0,1530.0,110.0,579053.42,1.5,2.0,0.0,250.0,7.0,515000.0
8000.0,2080.0,50.0,616780.84,1.75,4.0,0.0,730.0,8.0,594000.0
5650.0,1640.0,62.0,310612.76,1.5,3.0,0.0,0.0,8.0,303100.0
15225.0,1860.0,44.0,790576.65,1.75,3.0,0.0,700.0,7.0,430000.0
11778.0,1840.0,10.0,521652.86,3.25,5.0,0.0,0.0,8.0,708000.0
7260.0,1200.0,55.0,386997.4,1.0,3.0,0.0,0.0,7.0,221000.0
7205.0,2180.0,17.0,294111.28,2.5,3.0,0.0,0.0,8.0,325000.0
28008.0,4740.0,24.0,678163.06,0.0,0.0,0.0,0.0,12.0,1295650.0
5950.0,1320.0,71.0,469455.77,1.75,3.0,0.0,780.0,6.0,385000.0
4689.0,1880.0,2.0,366867.6,2.5,3.0,0.0,0.0,8.0,359500.0
7200.0,2010.0,30.0,462480.04,2.0,3.0,0.0,620.0,7.0,433000.0
4950.0,1060.0,67.0,618634.17,1.0,2.0,0.0,200.0,7.0,525000.0
10062.0,2390.0,86.0,310612.76,2.0,3.0,0.0,750.0,7.0,356200.0
87120.0,2560.0,40.0,569958.47,2.0,4.0,0.0,1500.0,7.0,595000.0
3420.0,1680.0,91.0,585085.47,1.5,4.0,0.0,770.0,7.0,560000.0
4000.0,1510.0,63.0,579053.42,2.0,4.0,0.0,610.0,7.0,513000.0
2550.0,1120.0,113.0,576795.01,1.0,2.0,0.0,0.0,5.0,365000.0
11942.0,1170.0,50.0,319581.39,1.75,4.0,0.0,1070.0,7.0,368000.0
4000.0,2750.0,102.0,594547.65,2.75,4.0,0.0,880.0,8.0,870000.0
6808.0,1570.0,30.0,286732.79,2.25,3.0,0.0,310.0,7.0,225000.0
24767.0,3370.0,17.0,859684.78,4.5,4.0,0.0,690.0,11.0,1387000.0
8079.0,1540.0,31.0,296187.98,1.75,3.0,0.0,0.0,7.0,177000.0
9879.0,1610.0,59.0,645507.38,1.5,3.0,0.0,0.0,7.0,465000.0
6343.0,2250.0,38.0,424706.36,2.75,4.0,0.0,1340.0,8.0,750000.0
2800.0,1040.0,45.0,334921.06,1.0,3.0,0.0,0.0,6.0,149000.0
47480.0,2760.0,33.0,569958.47,2.5,3.0,0.0,0.0,9.0,605000.0
5800.0,1620.0,87.0,585085.47,2.0,3.0,0.0,120.0,7.0,725000.0
5236.0,2470.0,7.0,420890.55,2.25,4.0,0.0,0.0,7.0,413900.0
6600.0,990.0,76.0,240328.37,1.5,3.0,0.0,0.0,6.0,199950.0
13679.0,1930.0,65.0,678163.06,1.0,1.0,0.0,0.0,6.0,400000.0
5000.0,2070.0,89.0,585085.47,1.5,3.0,0.0,220.0,8.0,870000.0
7666.0,1930.0,25.0,300539.89,2.5,5.0,0.0,1000.0,7.0,292000.0
8012.0,1260.0,48.0,353608.64,1.0,3.0,0.0,0.0,7.0,225000.0
9139.0,1410.0,58.0,469455.77,2.0,4.0,0.0,0.0,8.0,466750.0
11954.0,1460.0,37.0,234284.04,1.5,2.0,0.0,0.0,8.0,330000.0
8145.0,2340.0,47.0,645507.38,2.25,7.0,0.0,0.0,8.0,770000.0
7000.0,1840.0,58.0,417637.43,2.25,4.0,0.0,500.0,8.0,802500.0
5400.0,2900.0,9.0,300539.89,2.5,5.0,0.0,0.0,8.0,378800.0
12487.0,3110.0,18.0,790576.65,2.75,3.0,0.0,0.0,10.0,795000.0
7320.0,1750.0,60.0,619900.55,2.0,3.0,0.0,0.0,7.0,460000.0
10908.0,2220.0,28.0,612653.61,2.5,3.0,0.0,0.0,8.0,567000.0
15570.0,2000.0,33.0,286732.79,1.75,3.0,0.0,0.0,7.0,209950.0
60113.0,1380.0,71.0,280804.69,1.0,2.0,0.0,0.0,7.0,415000.0
6985.0,1650.0,47.0,462480.04,1.5,4.0,0.0,750.0,7.0,424500.0
12500.0,1280.0,74.0,240328.37,1.0,2.0,0.0,0.0,6.0,261000.0
9696.0,2200.0,27.0,300539.89,2.5,3.0,0.0,0.0,8.0,365000.0
3240.0,1480.0,104.0,634360.18,2.0,4.0,0.0,0.0,7.0,631000.0
3962.0,1340.0,22.0,576795.01,2.5,3.0,0.0,0.0,8.0,584000.0
82328.0,2100.0,40.0,487479.63,1.75,3.0,0.0,0.0,7.0,310000.0
7985.0,2650.0,23.0,612653.61,2.5,4.0,0.0,0.0,10.0,717000.0
8100.0,2210.0,107.0,579053.42,1.5,3.0,0.0,0.0,8.0,667000.0
8100.0,1600.0,75.0,359483.24,1.0,3.0,0.0,600.0,6.0,190000.0
9000.0,2390.0,36.0,616990.59,2.0,3.0,0.0,360.0,8.0,430000.0
7380.0,1500.0,64.0,289078.35,1.0,2.0,0.0,0.0,6.0,213000.0
3710.0,2030.0,24.0,569958.47,2.5,3.0,0.0,730.0,8.0,475000.0
23962.0,1820.0,27.0,487479.63,2.75,2.0,0.0,0.0,8.0,649000.0
13458.0,3180.0,24.0,859684.78,2.5,3.0,0.0,0.0,9.0,715000.0
19487.0,3360.0,23.0,790576.65,3.5,4.0,0.0,890.0,11.0,845000.0
8820.0,1850.0,34.0,366867.6,2.5,3.0,24.0,870.0,7.0,390000.0
5724.0,2340.0,31.0,355678.52,3.0,4.0,0.0,1130.0,7.0,390000.0
7194.0,1820.0,36.0,353608.64,1.75,4.0,0.0,590.0,8.0,328000.0
8436.0,1550.0,47.0,294111.28,2.75,3.0,0.0,600.0,7.0,239999.0
7740.0,1540.0,46.0,294111.28,2.0,3.0,0.0,0.0,7.0,225000.0
11884.0,3020.0,35.0,859684.78,1.75,3.0,0.0,1720.0,9.0,920000.0
9231.0,3380.0,20.0,645231.46,2.75,4.0,0.0,0.0,10.0,940000.0
4872.0,1070.0,66.0,417637.43,1.0,3.0,0.0,0.0,6.0,465000.0
7000.0,1510.0,28.0,280804.69,2.0,3.0,0.0,0.0,7.0,241000.0
5909.0,2550.0,11.0,300539.89,2.5,4.0,0.0,0.0,8.0,307550.0
9627.0,2650.0,38.0,462480.04,2.5,4.0,0.0,1040.0,8.0,490000.0
6887.0,2790.0,15.0,685605.78,2.5,4.0,0.0,0.0,8.0,647000.0
231739.0,2670.0,15.0,616990.59,2.75,4.0,0.0,0.0,10.0,780000.0
4332.0,1740.0,22.0,612653.61,2.5,3.0,0.0,0.0,8.0,517500.0
8682.0,1410.0,48.0,284908.6,2.0,3.0,0.0,0.0,7.0,295000.0
3400.0,1770.0,88.0,1095499.34,1.5,4.0,0.0,0.0,8.0,560000.0
5472.0,1540.0,84.0,234284.04,2.0,5.0,0.0,500.0,7.0,319450.0
7199.0,2940.0,9.0,619900.55,3.25,4.0,0.0,990.0,9.0,1500000.0
20277.0,2370.0,15.0,286732.79,3.0,4.0,0.0,880.0,8.0,340000.0
11658.0,1080.0,56.0,353608.64,1.0,3.0,0.0,0.0,6.0,249950.0
3000.0,1510.0,88.0,585085.47,1.0,3.0,0.0,400.0,7.0,499950.0
13296.0,3520.0,47.0,1355927.08,1.75,4.0,0.0,0.0,8.0,1038000.0
17200.0,2370.0,38.0,645231.46,2.5,4.0,0.0,970.0,9.0,750000.0
256132.0,3080.0,9.0,678163.06,2.5,4.0,0.0,0.0,9.0,875000.0
7210.0,2200.0,48.0,645507.38,1.75,3.0,0.0,0.0,8.0,678000.0
4200.0,1620.0,94.0,417637.43,1.0,2.0,0.0,0.0,6.0,360000.0
16552.0,1550.0,43.0,493552.53,1.0,3.0,0.0,0.0,7.0,354900.0
10087.0,2500.0,47.0,645507.38,2.5,5.0,0.0,740.0,8.0,632000.0
9375.0,1370.0,57.0,359483.24,1.75,3.0,0.0,0.0,7.0,350000.0
3900.0,2340.0,74.0,791820.81,4.0,3.0,63.0,500.0,8.0,990000.0
8269.0,2110.0,12.0,420890.55,2.5,4.0,0.0,0.0,8.0,481000.0
5412.0,1090.0,94.0,551688.67,2.5,3.0,0.0,600.0,7.0,485000.0
4960.0,1740.0,23.0,612653.61,2.5,3.0,0.0,0.0,8.0,477000.0
9000.0,2010.0,48.0,859684.78,2.5,5.0,0.0,1440.0,8.0,560000.0
9350.0,2090.0,51.0,645507.38,3.0,6.0,0.0,1260.0,8.0,600000.0
23760.0,2520.0,39.0,569958.47,2.75,5.0,0.0,1130.0,8.0,622500.0
2128.0,1640.0,41.0,462480.04,2.25,2.0,0.0,0.0,8.0,410000.0
3644.0,2580.0,5.0,366867.6,2.5,3.0,0.0,0.0,7.0,318200.0
8424.0,1990.0,21.0,315709.3,2.0,3.0,0.0,0.0,7.0,289000.0
7775.0,1580.0,32.0,300539.89,1.75,3.0,0.0,0.0,7.0,263000.0
4825.0,1760.0,57.0,616990.59,1.0,3.0,0.0,0.0,6.0,240000.0
7500.0,1340.0,62.0,359483.24,1.0,3.0,0.0,0.0,7.0,281500.0
1710.0,1680.0,15.0,585085.47,3.5,3.0,0.0,250.0,8.0,587206.0
1248.0,1760.0,14.0,901258.27,2.25,2.0,0.0,170.0,7.0,482000.0
9500.0,1880.0,48.0,645231.46,1.75,3.0,0.0,0.0,8.0,485000.0
11480.0,2080.0,25.0,455617.11,2.5,3.0,0.0,0.0,7.0,309000.0
7350.0,1480.0,30.0,294111.28,2.25,3.0,0.0,500.0,7.0,221000.0
8398.0,2450.0,39.0,645507.38,2.5,3.0,0.0,0.0,9.0,700000.0
7740.0,1840.0,85.0,319581.39,3.0,5.0,40.0,1060.0,7.0,411500.0
10505.0,1760.0,74.0,386997.4,3.5,4.0,75.0,0.0,8.0,285000.0
7931.0,1910.0,31.0,386997.4,3.0,4.0,0.0,820.0,7.0,395000.0
7926.0,1680.0,27.0,311632.11,1.75,2.0,0.0,0.0,7.0,237950.0
8064.0,2260.0,34.0,803719.52,2.5,3.0,0.0,450.0,7.0,680000.0
10057.0,1040.0,53.0,286732.79,1.0,2.0,0.0,0.0,6.0,199950.0
4000.0,1690.0,88.0,424706.36,3.5,4.0,88.0,760.0,8.0,765000.0
4960.0,1420.0,88.0,585085.47,1.0,2.0,0.0,0.0,7.0,515000.0
8000.0,1430.0,58.0,616780.84,1.5,3.0,0.0,0.0,7.0,470000.0
4000.0,950.0,77.0,576795.01,1.0,2.0,0.0,100.0,6.0,330000.0
9375.0,1950.0,47.0,289078.35,2.5,3.0,0.0,600.0,8.0,284000.0
8125.0,1250.0,15.0,284908.6,2.5,3.0,0.0,510.0,7.0,295000.0
10987.0,1280.0,34.0,685605.78,2.5,4.0,22.0,720.0,8.0,555000.0
8162.0,1560.0,65.0,469455.77,1.0,3.0,0.0,0.0,6.0,350000.0
5818.0,1490.0,28.0,286732.79,2.25,3.0,0.0,320.0,7.0,240000.0
7000.0,1490.0,60.0,616780.84,1.5,3.0,0.0,0.0,7.0,419900.0
6300.0,1620.0,91.0,424706.36,2.0,3.0,0.0,0.0,7.0,528000.0
9869.0,2230.0,52.0,462480.04,2.5,4.0,0.0,1240.0,8.0,481000.0
5995.0,1140.0,65.0,386997.4,1.0,2.0,0.0,0.0,7.0,304700.0
12171.0,2967.0,17.0,790576.65,2.5,4.0,0.0,0.0,10.0,715000.0
12005.0,1870.0,58.0,810164.88,2.75,4.0,33.0,0.0,8.0,738950.0
9405.0,2260.0,48.0,311632.11,1.5,3.0,0.0,0.0,7.0,215000.0
10812.0,1440.0,71.0,420890.55,2.0,6.0,0.0,0.0,5.0,300000.0
8100.0,1650.0,64.0,359483.24,1.75,3.0,0.0,390.0,6.0,346000.0
37193.0,2860.0,19.0,315709.3,3.5,4.0,0.0,1590.0,8.0,473000.0
6120.0,1330.0,63.0,618634.17,1.75,3.0,0.0,0.0,7.0,500000.0
7632.0,1420.0,71.0,634360.18,1.5,2.0,0.0,0.0,7.0,750000.0
9350.0,2260.0,47.0,645231.46,2.0,4.0,0.0,0.0,8.0,519900.0
6171.0,2260.0,65.0,469455.77,1.0,2.0,0.0,0.0,7.0,378500.0
12381.0,1950.0,57.0,294111.28,1.75,3.0,0.0,0.0,8.0,314500.0
9315.0,1840.0,47.0,645231.46,1.5,3.0,0.0,0.0,7.0,499950.0
38794.0,2470.0,16.0,682774.88,2.5,3.0,0.0,0.0,9.0,630000.0
6417.0,1430.0,61.0,469455.77,1.5,4.0,0.0,0.0,7.0,360000.0
19877.0,1450.0,38.0,424788.75,1.5,2.0,0.0,1160.0,8.0,460000.0
4046.0,2550.0,92.0,302878.88,1.0,3.0,0.0,0.0,6.0,361000.0
9845.0,1900.0,55.0,1194230.02,2.25,3.0,32.0,0.0,8.0,713400.0
3150.0,1900.0,96.0,619900.55,1.0,2.0,0.0,0.0,6.0,445000.0
131551.0,2280.0,48.0,315709.3,1.5,4.0,0.0,0.0,7.0,305000.0
9204.0,2960.0,40.0,676185.39,2.75,3.0,0.0,1230.0,9.0,1430000.0
8400.0,1060.0,53.0,286732.79,1.0,3.0,0.0,0.0,6.0,222000.0
4499.0,3400.0,10.0,527961.2,3.25,5.0,0.0,660.0,8.0,510000.0
11440.0,1720.0,11.0,386997.4,3.0,5.0,0.0,0.0,8.0,500000.0
3600.0,1720.0,105.0,849448.02,1.0,2.0,0.0,0.0,7.0,605000.0
10720.0,1910.0,33.0,685605.78,2.0,3.0,0.0,0.0,8.0,393000.0
5170.0,2490.0,14.0,645231.46,2.5,4.0,0.0,0.0,9.0,725000.0
11646.0,1490.0,64.0,462480.04,1.75,3.0,0.0,950.0,7.0,320000.0
7840.0,1690.0,44.0,286732.79,1.5,4.0,0.0,0.0,7.0,210000.0
5767.0,2800.0,9.0,366867.6,2.5,4.0,0.0,0.0,9.0,419900.0
4447.0,2000.0,9.0,493552.53,2.5,4.0,0.0,0.0,7.0,410000.0
10440.0,2140.0,51.0,618634.17,2.25,3.0,0.0,1140.0,8.0,721000.0
5500.0,1870.0,93.0,634360.18,2.0,2.0,0.0,0.0,8.0,605000.0
5500.0,2310.0,78.0,618634.17,1.75,3.0,0.0,0.0,7.0,738000.0
12000.0,2220.0,43.0,616780.84,3.0,6.0,0.0,0.0,8.0,725000.0
